Replicate,Treatment,Distance(m),Direction,Eggs,Aphids,Date,temphigh,templow,precip,windspdmax
8,Chemical,4,E,0,2,07/14/16,30.6,19.4,,11.2
8,Chemical,0.5,S,0,1,07/14/16,30.6,19.4,,11.2
8,Chemical,1,S,0,9,07/14/16,30.6,19.4,,11.2
8,Chemical,2,S,0,7,07/14/16,30.6,19.4,,11.2
8,Chemical,4,S,0,8,07/14/16,30.6,19.4,,11.2
8,Chemical,0.5,W,0,3,07/14/16,30.6,19.4,,11.2
8,Chemical,1,W,0,2,07/14/16,30.6,19.4,,11.2
8,Chemical,2,W,0,8,07/14/16,30.6,19.4,,11.2
8,Chemical,4,W,0,0,07/14/16,30.6,19.4,,11.2
9,Predator,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
9,Predator,0.5,N,0,9,07/14/16,30.6,19.4,,11.2
9,Predator,1,N,0,0,07/14/16,30.6,19.4,,11.2
9,Predator,2,N,0,1,07/14/16,30.6,19.4,,11.2
9,Predator,4,N,0,1,07/14/16,30.6,19.4,,11.2
9,Predator,0.5,E,0,18,07/14/16,30.6,19.4,,11.2
9,Predator,1,E,0,10,07/14/16,30.6,19.4,,11.2
9,Predator,2,E,1,0,07/14/16,30.6,19.4,,11.2
9,Predator,4,E,2,9,07/14/16,30.6,19.4,,11.2
9,Predator,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
9,Predator,1,S,0,0,07/14/16,30.6,19.4,,11.2
9,Predator,2,S,1,0,07/14/16,30.6,19.4,,11.2
9,Predator,4,S,0,2,07/14/16,30.6,19.4,,11.2
9,Predator,0.5,W,0,5,07/14/16,30.6,19.4,,11.2
9,Predator,1,W,0,2,07/14/16,30.6,19.4,,11.2
9,Predator,2,W,1,3,07/14/16,30.6,19.4,,11.2
9,Predator,4,W,1,0,07/14/16,30.6,19.4,,11.2
10,Chemical,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,0.5,N,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,1,N,1,3,07/14/16,30.6,19.4,,11.2
10,Chemical,2,N,0,5,07/14/16,30.6,19.4,,11.2
10,Chemical,4,N,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,0.5,E,0,6,07/14/16,30.6,19.4,,11.2
10,Chemical,1,E,0,8,07/14/16,30.6,19.4,,11.2
10,Chemical,2,E,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,4,E,1,2,07/14/16,30.6,19.4,,11.2
10,Chemical,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,1,S,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,2,S,0,5,07/14/16,30.6,19.4,,11.2
10,Chemical,4,S,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,0.5,W,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,1,W,1,1,07/14/16,30.6,19.4,,11.2
10,Chemical,2,W,0,0,07/14/16,30.6,19.4,,11.2
10,Chemical,4,W,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,FOCAL,Center,0,1,07/14/16,30.6,19.4,,11.2
11,Predator,0.5,N,0,2,07/14/16,30.6,19.4,,11.2
11,Predator,1,N,0,8,07/14/16,30.6,19.4,,11.2
11,Predator,2,N,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,4,N,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,0.5,E,0,9,07/14/16,30.6,19.4,,11.2
11,Predator,1,E,0,3,07/14/16,30.6,19.4,,11.2
11,Predator,2,E,0,43,07/14/16,30.6,19.4,,11.2
11,Predator,4,E,0,5,07/14/16,30.6,19.4,,11.2
11,Predator,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,1,S,0,3,07/14/16,30.6,19.4,,11.2
11,Predator,2,S,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,4,S,0,5,07/14/16,30.6,19.4,,11.2
11,Predator,0.5,W,0,1,07/14/16,30.6,19.4,,11.2
11,Predator,1,W,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,2,W,0,0,07/14/16,30.6,19.4,,11.2
11,Predator,4,W,0,6,07/14/16,30.6,19.4,,11.2
12,Control,FOCAL,Center,1,5,07/14/16,30.6,19.4,,11.2
12,Control,0.5,N,0,0,07/14/16,30.6,19.4,,11.2
12,Control,1,N,0,14,07/14/16,30.6,19.4,,11.2
12,Control,2,N,0,14,07/14/16,30.6,19.4,,11.2
12,Control,4,N,0,2,07/14/16,30.6,19.4,,11.2
12,Control,0.5,E,3,3,07/14/16,30.6,19.4,,11.2
12,Control,1,E,0,3,07/14/16,30.6,19.4,,11.2
12,Control,2,E,1,2,07/14/16,30.6,19.4,,11.2
12,Control,4,E,0,0,07/14/16,30.6,19.4,,11.2
12,Control,0.5,S,0,15,07/14/16,30.6,19.4,,11.2
12,Control,1,S,0,0,07/14/16,30.6,19.4,,11.2
12,Control,0.5,W,1,8,07/14/16,30.6,19.4,,11.2
12,Control,1,W,0,0,07/14/16,30.6,19.4,,11.2
12,Control,2,W,0,1,07/14/16,30.6,19.4,,11.2
12,Control,4,W,2,7,07/14/16,30.6,19.4,,11.2
13,Control,FOCAL,Center,0,1,07/14/16,30.6,19.4,,11.2
13,Control,0.5,N,0,0,07/14/16,30.6,19.4,,11.2
13,Control,1,N,0,18,07/14/16,30.6,19.4,,11.2
13,Control,2,N,0,9,07/14/16,30.6,19.4,,11.2
13,Control,4,N,0,2,07/14/16,30.6,19.4,,11.2
13,Control,0.5,E,0,1,07/14/16,30.6,19.4,,11.2
13,Control,1,E,1,11,07/14/16,30.6,19.4,,11.2
13,Control,2,E,0,6,07/14/16,30.6,19.4,,11.2
13,Control,4,E,0,12,07/14/16,30.6,19.4,,11.2
13,Control,0.5,S,1,2,07/14/16,30.6,19.4,,11.2
13,Control,1,S,2,6,07/14/16,30.6,19.4,,11.2
13,Control,2,S,0,17,07/14/16,30.6,19.4,,11.2
13,Control,4,S,0,1,07/14/16,30.6,19.4,,11.2
13,Control,0.5,W,0,0,07/14/16,30.6,19.4,,11.2
13,Control,1,W,0,11,07/14/16,30.6,19.4,,11.2
13,Control,2,W,0,1,07/14/16,30.6,19.4,,11.2
14,Predator,FOCAL,Center,0,3,07/14/16,30.6,19.4,,11.2
14,Predator,0.5,N,0,1,07/14/16,30.6,19.4,,11.2
14,Predator,1,N,0,6,07/14/16,30.6,19.4,,11.2
14,Predator,2,N,1,1,07/14/16,30.6,19.4,,11.2
14,Predator,4,N,1,3,07/14/16,30.6,19.4,,11.2
14,Predator,0.5,E,0,0,07/14/16,30.6,19.4,,11.2
14,Predator,1,E,0,0,07/14/16,30.6,19.4,,11.2
14,Predator,2,E,0,5,07/14/16,30.6,19.4,,11.2
14,Predator,4,E,3,2,07/14/16,30.6,19.4,,11.2
14,Predator,0.5,S,0,1,07/14/16,30.6,19.4,,11.2
14,Predator,1,S,0,1,07/14/16,30.6,19.4,,11.2
14,Predator,2,S,2,0,07/14/16,30.6,19.4,,11.2
14,Predator,4,S,1,0,07/14/16,30.6,19.4,,11.2
14,Predator,0.5,W,0,1,07/14/16,30.6,19.4,,11.2
14,Predator,1,W,0,2,07/14/16,30.6,19.4,,11.2
14,Predator,2,W,0,5,07/14/16,30.6,19.4,,11.2
14,Predator,4,W,0,1,07/14/16,30.6,19.4,,11.2
15,Chemical,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
15,Chemical,0.5,N,0,5,07/14/16,30.6,19.4,,11.2
15,Chemical,1,N,0,2,07/14/16,30.6,19.4,,11.2
15,Chemical,2,N,0,3,07/14/16,30.6,19.4,,11.2
15,Chemical,4,N,0,3,07/14/16,30.6,19.4,,11.2
15,Chemical,0.5,E,0,0,07/14/16,30.6,19.4,,11.2
15,Chemical,1,E,0,5,07/14/16,30.6,19.4,,11.2
15,Chemical,2,E,0,4,07/14/16,30.6,19.4,,11.2
15,Chemical,4,E,1,7,07/14/16,30.6,19.4,,11.2
15,Chemical,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
15,Chemical,1,S,0,14,07/14/16,30.6,19.4,,11.2
15,Chemical,2,S,0,6,07/14/16,30.6,19.4,,11.2
15,Chemical,4,S,0,1,07/14/16,30.6,19.4,,11.2
15,Chemical,0.5,W,0,5,07/14/16,30.6,19.4,,11.2
15,Chemical,1,W,0,2,07/14/16,30.6,19.4,,11.2
15,Chemical,2,W,0,0,07/14/16,30.6,19.4,,11.2
15,Chemical,4,W,0,0,07/14/16,30.6,19.4,,11.2
16,Control,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
16,Control,0.5,N,0,5,07/14/16,30.6,19.4,,11.2
16,Control,1,N,0,1,07/14/16,30.6,19.4,,11.2
16,Control,2,N,0,5,07/14/16,30.6,19.4,,11.2
16,Control,4,N,2,0,07/14/16,30.6,19.4,,11.2
16,Control,0.5,E,0,0,07/14/16,30.6,19.4,,11.2
16,Control,1,E,1,8,07/14/16,30.6,19.4,,11.2
16,Control,2,E,0,1,07/14/16,30.6,19.4,,11.2
16,Control,4,E,0,1,07/14/16,30.6,19.4,,11.2
16,Control,0.5,S,1,0,07/14/16,30.6,19.4,,11.2
16,Control,1,S,0,1,07/14/16,30.6,19.4,,11.2
16,Control,2,S,0,0,07/14/16,30.6,19.4,,11.2
16,Control,4,S,1,0,07/14/16,30.6,19.4,,11.2
16,Control,0.5,W,0,4,07/14/16,30.6,19.4,,11.2
16,Control,1,W,1,8,07/14/16,30.6,19.4,,11.2
16,Control,2,W,0,1,07/14/16,30.6,19.4,,11.2
16,Control,4,W,0,0,07/14/16,30.6,19.4,,11.2
17,Chemical,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
17,Chemical,0.5,N,0,2,07/14/16,30.6,19.4,,11.2
17,Chemical,1,N,2,3,07/14/16,30.6,19.4,,11.2
17,Chemical,2,N,0,4,07/14/16,30.6,19.4,,11.2
17,Chemical,4,N,0,3,07/14/16,30.6,19.4,,11.2
17,Chemical,0.5,E,0,0,07/14/16,30.6,19.4,,11.2
17,Chemical,1,E,0,0,07/14/16,30.6,19.4,,11.2
17,Chemical,2,E,0,2,07/14/16,30.6,19.4,,11.2
17,Chemical,4,E,0,5,07/14/16,30.6,19.4,,11.2
17,Chemical,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
17,Chemical,1,S,0,2,07/14/16,30.6,19.4,,11.2
17,Chemical,2,S,0,6,07/14/16,30.6,19.4,,11.2
17,Chemical,4,S,0,0,07/14/16,30.6,19.4,,11.2
17,Chemical,0.5,W,0,6,07/14/16,30.6,19.4,,11.2
17,Chemical,1,W,0,1,07/14/16,30.6,19.4,,11.2
17,Chemical,2,W,0,2,07/14/16,30.6,19.4,,11.2
17,Chemical,4,W,0,2,07/14/16,30.6,19.4,,11.2
18,Predator,FOCAL,Center,0,4,07/14/16,30.6,19.4,,11.2
18,Predator,0.5,N,0,6,07/14/16,30.6,19.4,,11.2
18,Predator,1,N,0,13,07/14/16,30.6,19.4,,11.2
18,Predator,2,N,0,12,07/14/16,30.6,19.4,,11.2
18,Predator,4,N,0,3,07/14/16,30.6,19.4,,11.2
18,Predator,0.5,E,0,5,07/14/16,30.6,19.4,,11.2
18,Predator,1,E,1,6,07/14/16,30.6,19.4,,11.2
18,Predator,2,E,0,8,07/14/16,30.6,19.4,,11.2
18,Predator,4,E,0,7,07/14/16,30.6,19.4,,11.2
18,Predator,0.5,S,0,1,07/14/16,30.6,19.4,,11.2
18,Predator,1,S,0,4,07/14/16,30.6,19.4,,11.2
18,Predator,2,S,0,1,07/14/16,30.6,19.4,,11.2
18,Predator,4,S,0,5,07/14/16,30.6,19.4,,11.2
18,Predator,0.5,W,0,2,07/14/16,30.6,19.4,,11.2
18,Predator,1,W,0,0,07/14/16,30.6,19.4,,11.2
18,Predator,2,W,1,0,07/14/16,30.6,19.4,,11.2
18,Predator,4,W,0,11,07/14/16,30.6,19.4,,11.2
19,Predator,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
19,Predator,0.5,N,0,6,07/14/16,30.6,19.4,,11.2
19,Predator,1,N,0,0,07/14/16,30.6,19.4,,11.2
19,Predator,2,N,0,2,07/14/16,30.6,19.4,,11.2
19,Predator,4,N,0,2,07/14/16,30.6,19.4,,11.2
19,Predator,0.5,E,0,4,07/14/16,30.6,19.4,,11.2
19,Predator,1,E,0,7,07/14/16,30.6,19.4,,11.2
19,Predator,2,E,0,4,07/14/16,30.6,19.4,,11.2
19,Predator,4,E,0,2,07/14/16,30.6,19.4,,11.2
19,Predator,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
19,Predator,1,S,0,0,07/14/16,30.6,19.4,,11.2
19,Predator,2,S,0,0,07/14/16,30.6,19.4,,11.2
19,Predator,4,S,0,1,07/14/16,30.6,19.4,,11.2
19,Predator,0.5,W,0,0,07/14/16,30.6,19.4,,11.2
19,Predator,1,W,0,3,07/14/16,30.6,19.4,,11.2
19,Predator,2,W,0,3,07/14/16,30.6,19.4,,11.2
19,Predator,4,W,0,4,07/14/16,30.6,19.4,,11.2
20,Control,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
20,Control,0.5,N,0,3,07/14/16,30.6,19.4,,11.2
20,Control,1,N,0,1,07/14/16,30.6,19.4,,11.2
20,Control,2,N,0,0,07/14/16,30.6,19.4,,11.2
20,Control,4,N,0,10,07/14/16,30.6,19.4,,11.2
20,Control,0.5,E,0,4,07/14/16,30.6,19.4,,11.2
20,Control,1,E,0,4,07/14/16,30.6,19.4,,11.2
20,Control,2,E,0,0,07/14/16,30.6,19.4,,11.2
20,Control,4,E,0,3,07/14/16,30.6,19.4,,11.2
20,Control,0.5,S,0,3,07/14/16,30.6,19.4,,11.2
20,Control,1,S,0,5,07/14/16,30.6,19.4,,11.2
20,Control,2,S,0,0,07/14/16,30.6,19.4,,11.2
20,Control,4,S,0,1,07/14/16,30.6,19.4,,11.2
20,Control,0.5,W,0,2,07/14/16,30.6,19.4,,11.2
20,Control,1,W,0,1,07/14/16,30.6,19.4,,11.2
20,Control,2,W,0,1,07/14/16,30.6,19.4,,11.2
20,Control,4,W,0,2,07/14/16,30.6,19.4,,11.2
21,Chemical,FOCAL,Center,1,0,07/14/16,30.6,19.4,,11.2
21,Chemical,0.5,N,1,7,07/14/16,30.6,19.4,,11.2
21,Chemical,1,N,0,4,07/14/16,30.6,19.4,,11.2
21,Chemical,2,N,1,0,07/14/16,30.6,19.4,,11.2
21,Chemical,4,N,0,0,07/14/16,30.6,19.4,,11.2
21,Chemical,0.5,E,0,0,07/14/16,30.6,19.4,,11.2
21,Chemical,1,E,0,0,07/14/16,30.6,19.4,,11.2
21,Chemical,2,E,1,0,07/14/16,30.6,19.4,,11.2
21,Chemical,4,E,4,2,07/14/16,30.6,19.4,,11.2
21,Chemical,0.5,S,1,0,07/14/16,30.6,19.4,,11.2
21,Chemical,1,S,0,1,07/14/16,30.6,19.4,,11.2
21,Chemical,2,S,0,8,07/14/16,30.6,19.4,,11.2
21,Chemical,4,S,0,3,07/14/16,30.6,19.4,,11.2
21,Chemical,0.5,W,0,10,07/14/16,30.6,19.4,,11.2
21,Chemical,1,W,0,4,07/14/16,30.6,19.4,,11.2
21,Chemical,2,W,0,2,07/14/16,30.6,19.4,,11.2
21,Chemical,4,W,0,4,07/14/16,30.6,19.4,,11.2
1,Chemical,FOCAL,Center,0,5,07/16/16,25.8,13,,4
1,Chemical,0.5,N,0,33,07/16/16,25.8,13,,4
1,Chemical,1,N,1,20,07/16/16,25.8,13,,4
1,Chemical,2,N,0,13,07/16/16,25.8,13,,4
1,Chemical,4,N,3,7,07/16/16,25.8,13,,4
1,Chemical,0.5,E,0,16,07/16/16,25.8,13,,4
1,Chemical,1,E,0,26,07/16/16,25.8,13,,4
1,Chemical,2,E,1,8,07/16/16,25.8,13,,4
1,Chemical,4,E,0,4,07/16/16,25.8,13,,4
1,Chemical,0.5,S,3,11,07/16/16,25.8,13,,4
1,Chemical,1,S,0,17,07/16/16,25.8,13,,4
1,Chemical,2,S,0,2,07/16/16,25.8,13,,4
1,Chemical,4,S,5,2,07/16/16,25.8,13,,4
1,Chemical,0.5,W,0,5,07/16/16,25.8,13,,4
1,Chemical,1,W,0,1,07/16/16,25.8,13,,4
1,Chemical,2,W,0,15,07/16/16,25.8,13,,4
1,Chemical,4,W,0,9,07/16/16,25.8,13,,4
2,Control,FOCAL,Center,0,12,07/16/16,25.8,13,,4
2,Control,0.5,N,0,17,07/16/16,25.8,13,,4
2,Control,1,N,0,3,07/16/16,25.8,13,,4
2,Control,2,N,0,1,07/16/16,25.8,13,,4
2,Control,4,N,0,28,07/16/16,25.8,13,,4
2,Control,0.5,E,0,30,07/16/16,25.8,13,,4
2,Control,1,E,0,26,07/16/16,25.8,13,,4
2,Control,2,E,1,51,07/16/16,25.8,13,,4
2,Control,4,E,3,33,07/16/16,25.8,13,,4
2,Control,0.5,S,2,17,07/16/16,25.8,13,,4
2,Control,1,S,0,22,07/16/16,25.8,13,,4
2,Control,2,S,0,26,07/16/16,25.8,13,,4
2,Control,4,S,1,24,07/16/16,25.8,13,,4
2,Control,0.5,W,0,15,07/16/16,25.8,13,,4
2,Control,1,W,0,8,07/16/16,25.8,13,,4
2,Control,2,W,0,3,07/16/16,25.8,13,,4
2,Control,4,W,1,7,07/16/16,25.8,13,,4
3,Predator,FOCAL,Center,0,2,07/16/16,25.8,13,,4
3,Predator,0.5,N,0,55,07/16/16,25.8,13,,4
3,Predator,1,N,0,4,07/16/16,25.8,13,,4
3,Predator,2,N,2,8,07/16/16,25.8,13,,4
3,Predator,4,N,0,1,07/16/16,25.8,13,,4
3,Predator,0.5,E,1,2,07/16/16,25.8,13,,4
3,Predator,1,E,0,63,07/16/16,25.8,13,,4
3,Predator,2,E,1,5,07/16/16,25.8,13,,4
3,Predator,4,E,0,9,07/16/16,25.8,13,,4
3,Predator,0.5,S,0,0,07/16/16,25.8,13,,4
3,Predator,1,S,0,15,07/16/16,25.8,13,,4
3,Predator,2,S,1,5,07/16/16,25.8,13,,4
3,Predator,4,S,0,24,07/16/16,25.8,13,,4
3,Predator,0.5,W,0,0,07/16/16,25.8,13,,4
3,Predator,1,W,0,13,07/16/16,25.8,13,,4
3,Predator,2,W,0,16,07/16/16,25.8,13,,4
3,Predator,4,W,0,0,07/16/16,25.8,13,,4
4,Chemical,FOCAL,Center,0,4,07/16/16,25.8,13,,4
4,Chemical,0.5,N,0,23,07/16/16,25.8,13,,4
4,Chemical,1,N,0,10,07/16/16,25.8,13,,4
4,Chemical,2,N,0,30,07/16/16,25.8,13,,4
4,Chemical,4,N,0,16,07/16/16,25.8,13,,4
4,Chemical,0.5,E,0,44,07/16/16,25.8,13,,4
4,Chemical,1,E,0,35,07/16/16,25.8,13,,4
4,Chemical,2,E,1,0,07/16/16,25.8,13,,4
4,Chemical,4,E,0,17,07/16/16,25.8,13,,4
4,Chemical,0.5,S,0,19,07/16/16,25.8,13,,4
4,Chemical,1,S,0,7,07/16/16,25.8,13,,4
4,Chemical,2,S,0,77,07/16/16,25.8,13,,4
4,Chemical,4,S,0,37,07/16/16,25.8,13,,4
4,Chemical,0.5,W,0,9,07/16/16,25.8,13,,4
4,Chemical,1,W,1,21,07/16/16,25.8,13,,4
4,Chemical,2,W,0,55,07/16/16,25.8,13,,4
4,Chemical,4,W,0,5,07/16/16,25.8,13,,4
5,Predator,FOCAL,Center,0,0,07/16/16,25.8,13,,4
5,Predator,0.5,N,0,41,07/16/16,25.8,13,,4
5,Predator,1,N,0,2,07/16/16,25.8,13,,4
5,Predator,2,N,3,5,07/16/16,25.8,13,,4
5,Predator,4,N,1,2,07/16/16,25.8,13,,4
5,Predator,0.5,E,0,60,07/16/16,25.8,13,,4
5,Predator,1,E,0,60,07/16/16,25.8,13,,4
5,Predator,2,E,2,8,07/16/16,25.8,13,,4
5,Predator,4,E,0,7,07/16/16,25.8,13,,4
5,Predator,0.5,S,0,2,07/16/16,25.8,13,,4
5,Predator,1,S,0,12,07/16/16,25.8,13,,4
5,Predator,2,S,0,33,07/16/16,25.8,13,,4
5,Predator,4,S,1,21,07/16/16,25.8,13,,4
5,Predator,0.5,W,0,5,07/16/16,25.8,13,,4
5,Predator,1,W,0,7,07/16/16,25.8,13,,4
5,Predator,2,W,0,1,07/16/16,25.8,13,,4
5,Predator,4,W,0,18,07/16/16,25.8,13,,4
6,Control,FOCAL,Center,0,18,07/16/16,25.8,13,,4
6,Control,0.5,N,0,26,07/16/16,25.8,13,,4
6,Control,1,N,0,17,07/16/16,25.8,13,,4
6,Control,2,N,1,20,07/16/16,25.8,13,,4
6,Control,4,N,1,12,07/16/16,25.8,13,,4
6,Control,0.5,E,2,26,07/16/16,25.8,13,,4
6,Control,1,E,0,15,07/16/16,25.8,13,,4
6,Control,2,E,1,2,07/16/16,25.8,13,,4
6,Control,4,E,0,15,07/16/16,25.8,13,,4
6,Control,0.5,S,1,3,07/16/16,25.8,13,,4
6,Control,1,S,0,9,07/16/16,25.8,13,,4
6,Control,2,S,1,2,07/16/16,25.8,13,,4
6,Control,4,S,1,20,07/16/16,25.8,13,,4
6,Control,0.5,W,0,16,07/16/16,25.8,13,,4
6,Control,1,W,1,5,07/16/16,25.8,13,,4
6,Control,2,W,1,9,07/16/16,25.8,13,,4
6,Control,4,W,0,17,07/16/16,25.8,13,,4
7,Control,FOCAL,Center,0,15,07/16/16,25.8,13,,4
7,Control,0.5,N,0,18,07/16/16,25.8,13,,4
7,Control,1,N,0,4,07/16/16,25.8,13,,4
7,Control,2,N,0,12,07/16/16,25.8,13,,4
7,Control,4,N,0,1,07/16/16,25.8,13,,4
7,Control,0.5,E,0,16,07/16/16,25.8,13,,4
7,Control,1,E,0,53,07/16/16,25.8,13,,4
7,Control,2,E,0,26,07/16/16,25.8,13,,4
7,Control,4,E,0,6,07/16/16,25.8,13,,4
7,Control,0.5,S,0,7,07/16/16,25.8,13,,4
7,Control,1,S,0,5,07/16/16,25.8,13,,4
7,Control,2,S,0,22,07/16/16,25.8,13,,4
7,Control,4,S,0,3,07/16/16,25.8,13,,4
7,Control,0.5,W,0,17,07/16/16,25.8,13,,4
7,Control,1,W,0,12,07/16/16,25.8,13,,4
7,Control,2,W,1,2,07/16/16,25.8,13,,4
7,Control,4,W,0,12,07/16/16,25.8,13,,4
8,Chemical,FOCAL,Center,1,1,07/16/16,25.8,13,,4
8,Chemical,0.5,N,1,5,07/16/16,25.8,13,,4
8,Chemical,1,N,0,25,07/16/16,25.8,13,,4
8,Chemical,2,N,0,9,07/16/16,25.8,13,,4
8,Chemical,4,N,0,1,07/16/16,25.8,13,,4
8,Chemical,0.5,E,0,2,07/16/16,25.8,13,,4
8,Chemical,1,E,1,5,07/16/16,25.8,13,,4
8,Chemical,2,E,0,11,07/16/16,25.8,13,,4
8,Chemical,4,E,1,19,07/16/16,25.8,13,,4
8,Chemical,0.5,S,0,5,07/16/16,25.8,13,,4
8,Chemical,1,S,0,27,07/16/16,25.8,13,,4
8,Chemical,2,S,0,32,07/16/16,25.8,13,,4
8,Chemical,4,S,1,22,07/16/16,25.8,13,,4
8,Chemical,0.5,W,0,12,07/16/16,25.8,13,,4
8,Chemical,1,W,0,9,07/16/16,25.8,13,,4
8,Chemical,2,W,0,12,07/16/16,25.8,13,,4
8,Chemical,4,W,0,1,07/16/16,25.8,13,,4
9,Predator,FOCAL,Center,0,10,07/16/16,25.8,13,,4
9,Predator,0.5,N,0,15,07/16/16,25.8,13,,4
9,Predator,1,N,1,2,07/16/16,25.8,13,,4
9,Predator,2,N,0,7,07/16/16,25.8,13,,4
9,Predator,4,N,0,4,07/16/16,25.8,13,,4
9,Predator,0.5,E,0,30,07/16/16,25.8,13,,4
9,Predator,1,E,0,35,07/16/16,25.8,13,,4
9,Predator,2,E,0,20,07/16/16,25.8,13,,4
9,Predator,4,E,0,78,07/16/16,25.8,13,,4
9,Predator,0.5,S,0,0,07/16/16,25.8,13,,4
9,Predator,1,S,0,16,07/16/16,25.8,13,,4
9,Predator,2,S,0,1,07/16/16,25.8,13,,4
9,Predator,4,S,0,7,07/16/16,25.8,13,,4
9,Predator,0.5,W,0,13,07/16/16,25.8,13,,4
9,Predator,1,W,1,2,07/16/16,25.8,13,,4
9,Predator,2,W,1,0,07/16/16,25.8,13,,4
9,Predator,4,W,1,0,07/16/16,25.8,13,,4
10,Chemical,FOCAL,Center,0,4,07/16/16,25.8,13,,4
10,Chemical,0.5,N,0,11,07/16/16,25.8,13,,4
10,Chemical,1,N,1,3,07/16/16,25.8,13,,4
10,Chemical,2,N,0,16,07/16/16,25.8,13,,4
10,Chemical,4,N,0,6,07/16/16,25.8,13,,4
10,Chemical,0.5,E,0,5,07/16/16,25.8,13,,4
10,Chemical,1,E,0,26,07/16/16,25.8,13,,4
10,Chemical,2,E,0,11,07/16/16,25.8,13,,4
10,Chemical,4,E,1,4,07/16/16,25.8,13,,4
10,Chemical,0.5,S,0,0,07/16/16,25.8,13,,4
10,Chemical,1,S,0,0,07/16/16,25.8,13,,4
10,Chemical,2,S,0,9,07/16/16,25.8,13,,4
10,Chemical,4,S,0,1,07/16/16,25.8,13,,4
10,Chemical,0.5,W,0,4,07/16/16,25.8,13,,4
10,Chemical,1,W,1,0,07/16/16,25.8,13,,4
10,Chemical,2,W,0,8,07/16/16,25.8,13,,4
10,Chemical,4,W,0,1,07/16/16,25.8,13,,4
11,Predator,FOCAL,Center,0,3,07/16/16,25.8,13,,4
11,Predator,0.5,N,0,9,07/16/16,25.8,13,,4
11,Predator,1,N,0,25,07/16/16,25.8,13,,4
11,Predator,2,N,1,10,07/16/16,25.8,13,,4
11,Predator,4,N,0,1,07/16/16,25.8,13,,4
11,Predator,0.5,E,0,23,07/16/16,25.8,13,,4
11,Predator,1,E,0,12,07/16/16,25.8,13,,4
11,Predator,2,E,0,54,07/16/16,25.8,13,,4
11,Predator,4,E,0,18,07/16/16,25.8,13,,4
11,Predator,0.5,S,0,9,07/16/16,25.8,13,,4
11,Predator,1,S,0,30,07/16/16,25.8,13,,4
11,Predator,2,S,0,0,07/16/16,25.8,13,,4
11,Predator,4,S,0,0,07/16/16,25.8,13,,4
11,Predator,0.5,W,0,13,07/16/16,25.8,13,,4
11,Predator,1,W,0,7,07/16/16,25.8,13,,4
11,Predator,2,W,0,4,07/16/16,25.8,13,,4
11,Predator,4,W,0,19,07/16/16,25.8,13,,4
12,Control,FOCAL,Center,0,10,07/16/16,25.8,13,,4
12,Control,0.5,N,0,24,07/16/16,25.8,13,,4
12,Control,1,N,0,23,07/16/16,25.8,13,,4
12,Control,2,N,0,35,07/16/16,25.8,13,,4
12,Control,4,N,0,16,07/16/16,25.8,13,,4
12,Control,0.5,E,2,11,07/16/16,25.8,13,,4
12,Control,1,E,0,15,07/16/16,25.8,13,,4
12,Control,2,E,1,0,07/16/16,25.8,13,,4
12,Control,4,E,1,0,07/16/16,25.8,13,,4
12,Control,0.5,S,0,80,07/16/16,25.8,13,,4
12,Control,1,S,0,1,07/16/16,25.8,13,,4
12,Control,2,S,0,0,07/16/16,25.8,13,,4
12,Control,4,S,0,0,07/16/16,25.8,13,,4
12,Control,0.5,W,1,17,07/16/16,25.8,13,,4
12,Control,1,W,0,18,07/16/16,25.8,13,,4
12,Control,2,W,0,11,07/16/16,25.8,13,,4
12,Control,4,W,0,16,07/16/16,25.8,13,,4
13,Control,FOCAL,Center,0,9,07/16/16,25.8,13,,4
13,Control,0.5,N,0,1,07/16/16,25.8,13,,4
13,Control,1,N,0,21,07/16/16,25.8,13,,4
13,Control,2,N,0,23,07/16/16,25.8,13,,4
13,Control,4,N,0,11,07/16/16,25.8,13,,4
13,Control,0.5,E,2,22,07/16/16,25.8,13,,4
